image_filename,pair_id,question_type,question_bn,answer_bn,infographic_type,cross_section,reads_bn,strategy,source_id
PA_0017.png,q2_mcq,mcq,"১০০ জনের কম যাদের ঠেলে পাঠানো হয়েছে, এমন মাসগুলোর মধ্যে সর্বোচ্চ সংখ্যা কত?
ক) ৮৩ জন (সেপ্টেম্বর)
খ) ৮৫ জন (ডিসেম্বর)
গ) ২৫ জন (অক্টোবর)
ঘ) ১৭ জন (জানুয়ারি)",খ) ৮৫ জন (ডিসেম্বর),horizontal_bar_chart,False,"সেপ্টেম্বর '২৫: ৮৩, অক্টোবর '২৫: ২৫, নভেম্বর '২৫: ১, ডিসেম্বর '২৫: ৮৫, জানুয়ারি '২৬: ১৭",filter_rank,q2
PA_0012.png,L1,lookup,শারীরিক শিক্ষাকেন্দ্রে ভোটের হার কত ছিল?,৮৩%,table,False,শারীরিক শিক্ষাকেন্দ্র: ৮৩%,,
PA_0012.png,M1,multi_step_lookup,ছাত্রী কেন্দ্রগুলোর মধ্যে সর্বোচ্চ ভোটের হার কোন কেন্দ্রে ছিল?,টিএসসি কেন্দ্র,table,False,"টিএসসি কেন্দ্র: ৬৯%, ঢাকা বিশ্ববিদ্যালয় ক্লাব কেন্দ্র: ৬৭%, ভূতত্ত্ব বিভাগ কেন্দ্র: ৬৫%, ইউনিভার্সিটি ল্যাবরেটরি কেন্দ্র: ৬৫.২৫%",filter_rank,
PA_0012.png,M2,multi_step_lookup,"তালিকায় যে কেন্দ্রের ভোটের হার হিসাব পাওয়া যায়নি, তার ঠিক পরের কেন্দ্রের নাম কী?",উদয়ন স্কুল কেন্দ্র,table,False,সিনেট ভবন কেন্দ্র (হিসাব পাওয়া যায়নি) এর ঠিক পরের সারি: উদয়ন স্কুল কেন্দ্র,layout_position,
PA_0012.png,R1,reasoning,শারীরিক শিক্ষাকেন্দ্র এবং টিএসসি কেন্দ্রের ভোটের হারের মধ্যে পার্থক্য কত শতাংশ পয়েন্ট?,১৪%,table,False,"শারীরিক শিক্ষাকেন্দ্র: ৮৩%, টিএসসি কেন্দ্র: ৬৯%, বিয়োগ = ১৪%",,
PA_0012.png,U1,unanswerable,কার্জন হল কেন্দ্রে মোট কতজন ছাত্র ভোট দিয়েছেন?,তথ্য নেই,table,False,none,,
PA_0012.png,MCQ1,mcq,"ছাত্রী কেন্দ্রগুলোর মধ্যে সর্বোচ্চ ভোটের হার কোন কেন্দ্রে ছিল?
ক) ভূতত্ত্ব বিভাগ কেন্দ্র
খ) টিএসসি কেন্দ্র
গ) ঢাকা বিশ্ববিদ্যালয় ক্লাব কেন্দ্র
ঘ) ইউনিভার্সিটি ল্যাবরেটরি কেন্দ্র",খ) টিএসসি কেন্দ্র,table,False,"টিএসসি কেন্দ্র: ৬৯%, ঢাকা বিশ্ববিদ্যালয় ক্লাব কেন্দ্র: ৬৭%, ভূতত্ত্ব বিভাগ কেন্দ্র: ৬৫%, ইউনিভার্সিটি ল্যাবরেটরি কেন্দ্র: ৬৫.২৫%",filter_rank,M1
PA_0015.png,lookup1,lookup,সুদানের বিনিয়োগ ঝুঁকির মাত্রা কত শতাংশ?,৩০.৯ শতাংশ,table,False,সুদান: ৩০.৯ শতাংশ,,
PA_0015.png,filter_rank1,multi_step_lookup,৩০.৯ শতাংশ ঝুঁকিসম্পন্ন দেশগুলোর তালিকায় সবার শেষে কোন দেশ আছে?,ভেনেজুয়েলা,table,False,বেলারুশ: ৩০.৯ শতাংশ; লেবানন: ৩০.৯ শতাংশ; সুদান: ৩০.৯ শতাংশ; ভেনেজুয়েলা: ৩০.৯ শতাংশ,filter_rank,
PA_0015.png,layout1,multi_step_lookup,তালিকায় মিয়ানমারের ঠিক পরে কোন দেশটি আছে?,উত্তর কোরিয়া,table,False,মিয়ানমার এর পরের সারি: উত্তর কোরিয়া,layout_position,
PA_0015.png,mcq1,mcq,"৩০.৯ শতাংশ ঝুঁকিসম্পন্ন দেশগুলোর তালিকায় সবার শেষে কোন দেশ আছে?
ক) বেলারুশ
খ) সুদান
গ) লেবানন
ঘ) ভেনেজুয়েলা",ঘ) ভেনেজুয়েলা,table,False,বেলারুশ: ৩০.৯ শতাংশ; লেবানন: ৩০.৯ শতাংশ; সুদান: ৩০.৯ শতাংশ; ভেনেজুয়েলা: ৩০.৯ শতাংশ,filter_rank,filter_rank1
PA_0015.png,reason1,reasoning,সর্বোচ্চ ও সর্বনিম্ন ঝুঁকিপূর্ণ দেশের ঝুঁকির মাত্রার মধ্যে পার্থক্য কত শতাংশ পয়েন্ট?,১১.১ শতাংশ পয়েন্ট,table,False,৩০.৯ শতাংশ - ১৯.৮ শতাংশ = ১১.১ শতাংশ পয়েন্ট,,
PA_0015.png,unanswerable1,unanswerable,তালিকায় থাকা দেশগুলোর মধ্যে কোন দেশের মাথাপিছু আয় সর্বোচ্চ?,তথ্য নেই,table,False,none,,
PA_0021.png,lookup1,lookup,২০১৭ সালে ঢাকার বায়ুমান সূচক কত ছিল?,১৩৭,line_chart,False,২০১৭ সালের বায়ুমান সূচক ১৩৭,,
PA_0021.png,multistep_a,multi_step_lookup,২০১৫ সাল থেকে ২০২০ সালের মধ্যে সর্বনিম্ন বায়ুমান সূচক কোন বছরে ছিল?,২০১৭,line_chart,False,"২০১৫-১৬৩, ২০১৬-১৪৫, ২০১৭-১৩৭, ২০১৮-১৭৬, ২০১৯-১৮২, ২০২০-১৯৭",filter_rank,
PA_0021.png,multistep_b,multi_step_lookup,অস্বাস্থ্যকর (১৫১-২০০) শ্রেণীতে পড়া বছরগুলোর মধ্যে সর্বোচ্চ বায়ুমান সূচক কোন বছরে ছিল?,২০২০,composite,True,"১৫১-২০০ শ্রেণী: ২০১৫-১৬৩, ২০১৮-১৭৬, ২০১৯-১৮২, ২০২০-১৯৭",filter_rank,
PA_0021.png,reasoning1,reasoning,২০১৩ সাল থেকে ২০২০ সাল পর্যন্ত ঢাকার বায়ুমান সূচক কতটুকু বৃদ্ধি পেয়েছে?,৪৭,line_chart,False,২০২০ (১৯৭) - ২০১৩ (১৫০) = ৪৭,,
PA_0021.png,unanswerable1,unanswerable,২০২১ সালে ঢাকার বায়ুমান সূচক কত ছিল?,তথ্য নেই,line_chart,False,none,,
PA_0021.png,mcq1,mcq,২০১৫ সাল থেকে ২০২০ সালের মধ্যে সর্বনিম্ন বায়ুমান সূচক কোন বছরে ছিল?,খ) ২০১৭,line_chart,False,"২০১৫-১৬৩, ২০১৬-১৪৫, ২০১৭-১৩৭, ২০১৮-১৭৬, ২০১৯-১৮২, ২০২০-১৯৭",filter_rank,multistep_a
PA_0024.png,lookup1,lookup,এপিএম মুম্বাই টার্মিনালের মাশুল কত?,১০২.৬১,table,False,এপিএম মুম্বাই: ১০২.৬১,,
PA_0024.png,ms1,multi_step_lookup,বাংলাদেশের বন্দরগুলোর মধ্যে মাশুলের দিক থেকে দ্বিতীয় সর্বোচ্চ বন্দর কোনটি?,পায়রা বন্দর,table,False,"চট্টগ্রাম বন্দর: ১৭৩.৬৬, পায়রা বন্দর: ৮৭.২৩, মোংলা: ৮১.১২",filter_rank,
PA_0024.png,ms2,multi_step_lookup,ভারতের বন্দরগুলোর মধ্যে সর্বনিম্ন মাশুলযুক্ত বন্দর কোনটি?,ইনোর কন্টেইনার টার্মিনাল,table,False,"এপিএম পিপাভব: ১৩২.৩২, হলদিয়া আইসিটি: ১০৫.৬৯, এপিএম মুম্বাই: ১০২.৬১, ইনোর কন্টেইনার টার্মিনাল: ৮১.২৫",filter_rank,
PA_0024.png,reasoning1,reasoning,বাংলাদেশের তিনটি বন্দরের মাশুলের সমষ্টি কত?,৩৪২.০১,table,False,চট্টগ্রাম বন্দর: ১৭৩.৬৬ + পায়রা বন্দর: ৮৭.২৩ + মোংলা: ৮১.১২ = ৩৪২.০১,,
PA_0024.png,unans1,unanswerable,সিঙ্গাপুর বন্দরের মাশুল কত?,তথ্য নেই,table,False,none,,
PA_0024.png,mcq1,mcq,"বাংলাদেশের বন্দরগুলোর মধ্যে মাশুলের দিক থেকে দ্বিতীয় সর্বোচ্চ বন্দর কোনটি?
ক) চট্টগ্রাম বন্দর
খ) পায়রা বন্দর
গ) মোংলা
ঘ) মিয়ানমার ইন্টা. টার্মিনালস থিলাওয়া",খ) পায়রা বন্দর,table,False,"চট্টগ্রাম বন্দর: ১৭৩.৬৬, পায়রা বন্দর: ৮৭.২৩, মোংলা: ৮১.১২",filter_rank,ms1
PA_0009.png,lookup1,lookup,আইনজীবী পেশার প্রার্থীদের শতকরা হার কত?,১১%,pie_chart,False,আইনজীবী ১১%,,
PA_0009.png,multi1,multi_step_lookup,"যে পেশাগুলোর শতকরা হার ১০%-এর কম, তার মধ্যে সর্বনিম্ন শতাংশ কোনটি?",রাজনীতিবিদ,pie_chart,False,"কৃষক ও ব্যবসায়ী ৭%, পেশাজীবী ৬%, রাজনীতিবিদ ৪%",filter_rank,
PA_0009.png,multi2,multi_step_lookup,"যে পেশাগুলোর শতকরা হার ১০%-এর বেশি, তার মধ্যে দ্বিতীয় সর্বোচ্চ শতাংশ কোনটি?",অন্যান্য,pie_chart,False,"ব্যবসায়ী ৫৫%, অন্যান্য ১৭%, আইনজীবী ১১%",filter_rank,
PA_0009.png,reasoning1,reasoning,ব্যবসায়ী পেশার প্রার্থীর সংখ্যা কত?,৩৩০,pie_chart,False,"ব্যবসায়ী ৫৫%, মোট প্রার্থী ৬০০, ৫৫% × ৬০০ = ৩৩০",,
PA_0009.png,unanswerable1,unanswerable,কৃষক পেশার প্রার্থীর সংখ্যা কত?,তথ্য নেই,pie_chart,False,none,,
PA_0009.png,mcq1,mcq,"যে পেশাগুলোর শতকরা হার ১০%-এর কম, তার মধ্যে সর্বনিম্ন শতাংশ কোনটি?
ক) কৃষক ও ব্যবসায়ী
খ) পেশাজীবী
গ) রাজনীতিবিদ
ঘ) আইনজীবী",গ) রাজনীতিবিদ,pie_chart,False,"কৃষক ও ব্যবসায়ী ৭%, পেশাজীবী ৬%, রাজনীতিবিদ ৪%",filter_rank,multi1
PA_0023.png,lookup1,lookup,ঢাকা বোর্ডের পাসের হার কত শতাংশ?,৬৪.৬২,table,False,ঢাকা: ৬৪.৬২,,
PA_0023.png,multistep_a,multi_step_lookup,"যে বোর্ডগুলোর পাসের হার ৬০ শতাংশের বেশি, তাদের মধ্যে দ্বিতীয় সর্বোচ্চ পাসের হার কোন বোর্ডের?",ঢাকা,table,False,"মাদরাসা: ৭৫.৬১, ঢাকা: ৬৪.৬২, কারিগরি: ৬২.৬৭, বরিশাল: ৬২.৫৭",filter_rank,
PA_0023.png,multistep_b,multi_step_lookup,তালিকায় উপর থেকে সপ্তম স্থানে কোন বোর্ড রয়েছে?,বরিশাল,table,False,"তালিকার ক্রম: মাদরাসা, ঢাকা, কুমিল্লা, রাজশাহী, যশোর, চট্টগ্রাম, বরিশাল",layout_position,
PA_0023.png,reasoning1,reasoning,সর্বোচ্চ পাসের হার প্রাপ্ত বোর্ড এবং সর্বনিম্ন পাসের হার প্রাপ্ত বোর্ডের মধ্যে পাসের হারের পার্থক্য কত শতাংশ?,২৬.৭৫ শতাংশ,table,False,"মাদরাসা: ৭৫.৬১, কুমিল্লা: ৪৮.৮৬, বিয়োগ",,
PA_0023.png,unanswerable1,unanswerable,ছেলে ও মেয়েদের মধ্যে কোন গোষ্ঠীর পাসের হার বেশি ছিল?,তথ্য নেই,table,False,none,,
PA_0023.png,mcq1,mcq,"যে বোর্ডগুলোর পাসের হার ৬০ শতাংশের বেশি, তাদের মধ্যে দ্বিতীয় সর্বোচ্চ পাসের হার কোন বোর্ডের?
ক) মাদরাসা
খ) ঢাকা
গ) কারিগরি
ঘ) বরিশাল",খ) ঢাকা,table,False,"মাদরাসা: ৭৫.৬১, ঢাকা: ৬৪.৬২, কারিগরি: ৬২.৬৭, বরিশাল: ৬২.৫৭",filter_rank,multistep_a
PA_0002.png,q1,lookup,ভারতের আইনি অধিকার স্কোর কত?,৭৪,table,False,ভারত: আইনি অধিকার = ৭৪,,
PA_0002.png,q2,multi_step_lookup,আইনি অধিকার স্কোর ৭০-এর বেশি থাকা দেশগুলোর মধ্যে তৃতীয় সর্বোচ্চ স্কোর কোন দেশের?,ভারত,table,False,"নেপাল ৮০.৬, ভুটান ৭৫, ভারত ৭৪, মালদ্বীপ ৭৩.৮",filter_rank,
PA_0002.png,q3,multi_step_lookup,'পিছিয়ে থাকা ৫ দেশ' তালিকায় দ্বিতীয় স্থানে কোন দেশ আছে?,ইয়েমেন,table,False,"পিছিয়ে থাকা তালিকা: ফিলিস্তিন, ইয়েমেন, ইরান, আফগানিস্তান, সুদান",layout_position,
PA_0002.png,q4,reasoning,নেপাল ও বাংলাদেশের আইনি অধিকার স্কোরের মধ্যে পার্থক্য কত?,৩১.২,table,False,নেপাল ৮০.৬ - বাংলাদেশ ৪৯.৪ = ৩১.২,,
PA_0002.png,q5,unanswerable,বেলজিয়ামের আইনি ও বাস্তব অধিকার স্কোর কত?,তথ্য নেই,table,False,none,,
PA_0002.png,q2_mcq,mcq,আইনি অধিকার স্কোর ৭০-এর বেশি থাকা দেশগুলোর মধ্যে তৃতীয় সর্বোচ্চ স্কোর কোন দেশের?,গ) ভারত,table,False,"নেপাল ৮০.৬, ভুটান ৭৫, ভারত ৭৪, মালদ্বীপ ৭৩.৮",filter_rank,q2
PA_0007.png,lookup1,lookup,মধ্যবিত্ত পরিবারে বাল্যবিয়ের হার কত শতাংশ?,৫৫%,horizontal_bar_chart,False,মধ্যবিত্ত পরিবারে ৫৫%,,
PA_0007.png,ms1,multi_step_lookup,"যেসব পরিবারে বাল্যবিয়ের হার ৫৫% বা তার বেশি, তাদের মধ্যে সর্বনিম্ন হার কোন পরিবারে?",মধ্যবিত্ত পরিবারে,horizontal_bar_chart,False,"দরিদ্র পরিবারে ৬০%, মধ্যবিত্ত পরিবারে ৫৫%",filter_rank,
PA_0007.png,ms2,multi_step_lookup,"যেসব পরিবারে বাল্যবিয়ের হার ৫৫% এর কম, তাদের মধ্যে সর্বোচ্চ হার কোন পরিবারে?",উচ্চ মধ্যবিত্ত পরিবারে,horizontal_bar_chart,False,"উচ্চ মধ্যবিত্ত পরিবারে ৫৪%, উচ্চ বিত্ত পরিবারে ৫০%",filter_rank,
PA_0007.png,reason1,reasoning,দরিদ্র পরিবার ও উচ্চ বিত্ত পরিবারের মধ্যে বাল্যবিয়ের হারের পার্থক্য কত শতাংশ পয়েন্ট?,১০ শতাংশ পয়েন্ট,horizontal_bar_chart,False,দরিদ্র পরিবারে ৬০% বিয়োগ উচ্চ বিত্ত পরিবারে ৫০%,,
PA_0007.png,unans1,unanswerable,২০২৩ সালে সারাদেশে মোট কতজন বাল্যবিয়ের শিকার হয়েছে?,তথ্য নেই,horizontal_bar_chart,False,none,,
PA_0007.png,mcq1,mcq,"যেসব পরিবারে বাল্যবিয়ের হার ৫৫% বা তার বেশি, তাদের মধ্যে সর্বনিম্ন হার কোন পরিবারে?",খ) মধ্যবিত্ত পরিবারে,horizontal_bar_chart,False,"দরিদ্র পরিবারে ৬০%, মধ্যবিত্ত পরিবারে ৫৫%",filter_rank,ms1
PA_0031.png,lookup_max,lookup,চার্টে সর্বোচ্চ মান কত?,৩৫,bar_chart,False,সর্বোচ্চ কলামের মান ৩৫,,
PA_0031.png,lookup_fire,lookup,৫ আগস্টের আগুনের ঘটনায় যশোর জেলায় কতজনের মৃত্যু হয়েছে?,২৪,composite,False,"যশোরে ২৪ জন, অন্য ৪ জেলায় ১১ জন",,
PA_0031.png,rank_second,multi_step_lookup,"চার্টের সবচেয়ে বড় মানের কলামটি বাদ দিলে, বাকি কলামগুলোর মধ্যে সর্বোচ্চ মান কত?",৫,bar_chart,False,"৩৫ বাদে বাকি মানসমূহ: ৩, ১, ২, ৪, ২, ৫; এদের মধ্যে সর্বোচ্চ ৫",filter_rank,
PA_0031.png,pos_right2,multi_step_lookup,চার্টে ডান দিক থেকে দ্বিতীয় কলামের মান কত?,২,bar_chart,False,"ডান দিক থেকে ক্রম: ৫, ২, ৪, ২, ১, ৩, ৩৫; দ্বিতীয় মান ২",layout_position,
PA_0031.png,sum_total,reasoning,চার্টে দেখানো সবগুলো কলামের মান একসাথে যোগ করলে মোট কতজন হয়?,৫২,bar_chart,False,৩৫+৩+১+২+৪+২+৫=৫২,,
PA_0031.png,unans_district,unanswerable,পুলিশি তদন্তে প্রমাণ না পাওয়া ২৫ জনের মধ্যে কোন জেলার সংখ্যা সবচেয়ে বেশি?,তথ্য নেই,composite,False,none,,
PA_0031.png,mcq_rank_second,mcq,"চার্টের সবচেয়ে বড় মানের কলামটি বাদ দিলে, বাকি কলামগুলোর মধ্যে সর্বোচ্চ মান কত?
ক) ৪
খ) ৫
গ) ৩
ঘ) ২",খ) ৫,bar_chart,False,"৩৫ বাদে বাকি মানসমূহ: ৩, ১, ২, ৪, ২, ৫; এদের মধ্যে সর্বোচ্চ ৫",filter_rank,rank_second
PA_0001.png,q1,lookup,২০২৪-২৫ অর্থবছরে জানুয়ারি মাসে রপ্তানির পরিমাণ কত কোটি ডলার?,৪৪৮,table,False,জানুয়ারি'২৫: ৪৪৮ কোটি ডলার,,
PA_0001.png,q2,multi_step_lookup,২০২৪-২৫ অর্থবছরে কোন মাসে প্রবৃদ্ধির হার সবচেয়ে বেশি ছিল?,অক্টোবর'২৪,table,False,"প্রবৃদ্ধি হার তালিকা: জুলাই ২.৯৬, আগস্ট ৫.৬১, সেপ্টেম্বর ১৫.৪৩, অক্টোবর ২০.৬৫, নভেম্বর ১৫.৬৩, ডিসেম্বর ১৭.৭২, জানুয়ারি ৫.৭০, ফেব্রুয়ারি ২.৭৭, মার্চ ১১.৮৮, এপ্রিল ০.৮৬, মে ১১.৪৫ — সর্বোচ্চ অক্টোবর'২৪ (২০.৬৫%)",filter_rank,
PA_0001.png,q3,multi_step_lookup,২০২৪-২৫ অর্থবছরে কোন মাসে রপ্তানির পরিমাণ সবচেয়ে কম ছিল?,এপ্রিল'২৫,table,False,"২০২৪-২৫ মাসিক রপ্তানি: জুলাই ৩৮২, আগস্ট ৪০৩, সেপ্টেম্বর ৩৮০, অক্টোবর ৪১৩, নভেম্বর ৪১২, ডিসেম্বর ৪৬৩, জানুয়ারি ৪৪৮, ফেব্রুয়ারি ৩৯৭, মার্চ ৪২৫, এপ্রিল ২৯৯, মে ৪৭৪ — সর্বনিম্ন এপ্রিল'২৫ (২৯৯)",filter_rank,
PA_0001.png,q4,reasoning,২০২৪-২৫ অর্থবছরের জুলাই ও আগস্ট মাসের রপ্তানি মিলিয়ে মোট কত কোটি ডলার হয়েছিল?,৭৮৫ কোটি ডলার,table,False,জুলাই'২৪: ৩৮২ + আগস্ট'২৪: ৪০৩ = ৭৮৫,,
PA_0001.png,q5,unanswerable,২০২৫-২৬ অর্থবছরের জুন মাসের রপ্তানির পরিমাণ কত কোটি ডলার?,তথ্য নেই,table,False,none,,
PA_0001.png,q2_mcq,mcq,২০২৪-২৫ অর্থবছরে কোন মাসে প্রবৃদ্ধির হার সবচেয়ে বেশি ছিল?,গ) অক্টোবর'২৪,table,False,"প্রবৃদ্ধি হার তালিকা: জুলাই ২.৯৬, আগস্ট ৫.৬১, সেপ্টেম্বর ১৫.৪৩, অক্টোবর ২০.৬৫, নভেম্বর ১৫.৬৩, ডিসেম্বর ১৭.৭২, জানুয়ারি ৫.৭০, ফেব্রুয়ারি ২.৭৭, মার্চ ১১.৮৮, এপ্রিল ০.৮৬, মে ১১.৪৫ — সর্বোচ্চ অক্টোবর'২৪ (২০.৬৫%)",filter_rank,q2
